prompt,completion,id
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Western Digital My Book Micro-USB B 3.0 (3.1 Gen 1) 3000GB N'. Entity 2: 'Western Digital My Passport 1TB 2,5"" USB 3.0'.",No,47251006#82090972
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM Torque 28mm-38mm Handlebar & Rail Base 1.5\"" Ball'. Entity 2: 'Gigabyte NVIDIA GeForce GTX 1650 4GB D6 OC Turing Graphics Card'.",No,53451198#48293393
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Life Extension Super Ubiquinol COQ10 with Enhanced Mitochondrial Support 100 mg, 60 Count'. Entity 2: 'SanDisk Extreme microSDHC 32GB 100/60 MB/s A1 V30 GoPro'.",No,8482438#27429904
Do the two product descriptions refer to the same real-world product? Entity 1: 'TRAVELERS REFILL KRAFT PAPER NOTEBOOK 14365006-014'. Entity 2: 'Sandisk Extreme Pro 64GB CFast 2.0'.,No,56619455#87998765
Do the two product descriptions refer to the same real-world product? Entity 1: 'Cartucho tinta negro l epson t7031 - 24ml - big ben - para wp-4595 dnf/dtwf/ 4535dwf / 4525dnf / 4515dn / 4095dn / 4025dw /'. Entity 2: 'Epson Blekk Svart T7031 L - WP4000/4500'.,Yes,18289538#62242632
Do the two product descriptions refer to the same real-world product? Entity 1: 'Corsair Crystal Series 570X RGB CC-9011098-WW Steel / Tempered Glass ATX Mid Tower Case'. Entity 2: 'Crystal Series 460X RGB Compact ATX Mid-Tower Case - CC-9011101-WW'.,No,18666720#53072167
Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson Ink Cartridge - Matte Black 700ml'. Entity 2: 'Johnnie Walker - Blue Label 70cl'.,No,415992#24351127
Do the two product descriptions refer to the same real-world product? Entity 1: 'SMSH11 SPDSL CLEAT SET FLOATING MODE YELLOW'. Entity 2: 'Cooler Master N300 Mesh ATX Case Black NSE-300-KKN1 | PCByte'.,No,91717987#95251916
Do the two product descriptions refer to the same real-world product? Entity 1: 'Swiss Military Hanowa FLAGSHIP 06-5161.2.04.007 Herrenuhr'. Entity 2: 'Epson S050189 toner ciano ACULA.C1100 4k'.,No,27442156#63513295
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM Motorcycle Brake/Clutch Reservoir & Handlebar Ball Base / B Size / RAM-B-309-7U'. Entity 2: 'RAM Motorcycle Combination Base for Handlebar or Brake/Clutch Reservoir with 1\"" ...'.",Yes,89814977#54550733
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Jabra BIZ 2400 II Duo - Mic. 82 NC, Wideband'. Entity 2: 'BIZ 2400 II Duo IP Flex'.",Yes,7383990#78989521
Do the two product descriptions refer to the same real-world product? Entity 1: 'Maxxis Tire Assegai 3C MAXXTERRA/EXO+/TR Foldable 27.5x2.50WT'. Entity 2: 'APC Smart-UPS SRT 10000VA SRT10KXLI'.,No,30212626#87076936
Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung Portable SSD T5 - 2TB'. Entity 2: 'Epson T7551 XL Black High Yield Ink Cartridge C13T755140 / T7551 EP53959'.,No,6480791#2046148
Do the two product descriptions refer to the same real-world product? Entity 1: 'Hydro Flask 32oz Wide Mouth Flex Cap Hibiscus'. Entity 2: 'HYDRO FLASK HYDRO FLASK 32OZ WIDE MOUTH BOTTLE-BLACK'.,No,35809370#12190772
Do the two product descriptions refer to the same real-world product? Entity 1: '8CH HIKVISION 4MP DVR HDMI TURBO 1080P DS-7208HQHI-K1'. Entity 2: 'HIKVISION DS-7216HUHI-K2 (Turbo HD 4.0) 8MP/5MP/4MP'.,No,18331466#15787372
Do the two product descriptions refer to the same real-world product? Entity 1: 'Dymo 53713 Black On White - 24mm'. Entity 2: 'Epson Stylus Pro 9880 Black Photo Ink'.,No,89243104#29467728
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Zebra Black Monochrome Ribbon 800033-801 - 1000 Prints'. Entity 2: 'Epson S050189 Cyan, High Capacity Toner Cartridge'.",No,77094922#24927054
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Corsair ML120 Pro LED, Red, 120mm Premium Magnetic Levitation Fan'. Entity 2: 'Seiko Mens Presage Automatic Blue Date Dial Stainless Steel Bracelet Watch SRPD41J1'.",No,11409646#12110339
"Do the two product descriptions refer to the same real-world product? Entity 1: '3M - Privacy filter framed lightweight 18,1\""\""-20\""\"" widescreen'. Entity 2: 'ASUS Radeon RX 5700 XT TUF OC 8GB GDDR6'.",No,32904204#29064292
Do the two product descriptions refer to the same real-world product? Entity 1: 'Ubiquiti UniFi Video Camera G3 MICRO'. Entity 2: 'Ubiquiti UniFi G3 Bullet Video Camera'.,No,44763957#80529811
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial 2TB MX500 2.5"" 7mm SATA 6Gb/s SSD'. Entity 2: 'Crucial 500GB MX500 M.2 2880 SATA 6Gb/s SSD'.",No,91126559#1741624
Do the two product descriptions refer to the same real-world product? Entity 1: 'TAG HEUER MONACO AUTOMATIC CHRONOGRAPH'. Entity 2: 'Mavic 2 Part11 Car Charger'.,No,43742368#15306268
Do the two product descriptions refer to the same real-world product? Entity 1: 'OMEGA Seamaster Planet Ocean Chronograph Steel'. Entity 2: 'Omega Seamaster Planet Ocean Automatic Chronograph Stainless Steel Watch 232.30.46.51.01.002'.,Yes,47200708#45633828
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM Double U-Bolt Base with D Size 2.25\"" Ball for Rails from 0.75\"" to 1.25\"" in Diameter - RAM-D-235U'. Entity 2: 'SanDisk Ultra SDXC Memory Card 100MBs Class 10 UHS-I 256GB'.",No,75462645#47282882
Do the two product descriptions refer to the same real-world product? Entity 1: 'LOGITECH | G402 Hyperion Fury FPS Gaming Mouse | 910-004068'. Entity 2: 'Samsung Portable SSD T7 Touch 2TB - Zwart'.,No,23828624#23211539
Do the two product descriptions refer to the same real-world product? Entity 1: 'Logitech BRIO 4K Ultra HD webcam'. Entity 2: 'Logitech HD Pro Webcam C920 - webkamera'.,No,6978466#25980770
Do the two product descriptions refer to the same real-world product? Entity 1: 'Ubiquiti UniFi Video Camera G3 1080P 802.3af IP UVC-G3-BULLET-3 3 Pack (No PoE Injectors)'. Entity 2: 'maintenance kit EPSON Business Inkjet B300/310/B500DN/B510DN (´odpad. nadoba´)'.,No,58970863#93094504
Do the two product descriptions refer to the same real-world product? Entity 1: 'ASUS NVIDIA GeForce RTX 2060 SUPER 8GB TURBO EVO Turing Graphics Card'. Entity 2: 'ASUS NVIDIA GeForce RTX 2060 6GB DUAL OC EVO Turing Graphics Card'.,No,24494324#28224541
Do the two product descriptions refer to the same real-world product? Entity 1: 'Xerox Toner 106R01634 black Phaser 6000 2000str.'. Entity 2: 'Kingston HyperX Predator 32 GB - PC4-24000 - DIMM'.,No,56884127#66129710
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Shimano Pedal PD-RS500 SL Black'. Entity 2: 'SHIMANO PD-R7000, 105, SPD-SL PEDAL.'.",No,48734649#70331081
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM® 3\"" Double Ball Arm for 1.5\"" Ball'. Entity 2: 'Razer Basilisk V2 Wired Ergonomic Gaming Mouse, 11 Programmable Buttons | RZ01-03160100-R3M1'.",No,61794834#39130017
Do the two product descriptions refer to the same real-world product? Entity 1: 'G.Skill Trident Z Neo DDR4 3600MHz 16GB (2X8) Desktop Memory for AMD X570 F4-3600C16D-16GTZNC | PCByte'. Entity 2: 'TAG Heuer Automatic Chronograph Watch CBG2A1Z.BA0658'.,No,66692743#18137846
Do the two product descriptions refer to the same real-world product? Entity 1: 'Oakley Jawbreaker MTB Solglsasögon Matte Black w/ Prizm Road'. Entity 2: 'DS-7216HQHI-K1 Hikvision 16 cs. TurboHD DVR'.,No,12127235#3762458
Do the two product descriptions refer to the same real-world product? Entity 1: 'Traveler's Company 001. LINED REFILL MIDORI TRAVELER'S NOTEBOOK'. Entity 2: 'Traveler's Notebook Refill - Sketch Paper'.,No,59585994#10557104
Do the two product descriptions refer to the same real-world product? Entity 1: 'Corsair Vengeance LPX CMK8GX4M1A2666C16 8GB (1x8GB) 2666Mhz DDR4'. Entity 2: 'Gigabyte GeForce RTX 2060 SUPER 8GB Aorus'.,No,50944416#8882504
Do the two product descriptions refer to the same real-world product? Entity 1: 'Ubiquiti UniFi Mesh AP OUT AC1750 5 PACK'. Entity 2: 'DJI Mavic 2 Car Charger'.,No,45001854#24574240
"Do the two product descriptions refer to the same real-world product? Entity 1: 'FUJIFILM XF 8-16mm f/2.8 R LM WR Lens'. Entity 2: 'ASUS AMD ATX ROG STRIX B550 F Gaming Motherboard AM4 Dual DDR4, HDMI, Dual M.2'.",No,21963707#77926243
Do the two product descriptions refer to the same real-world product? Entity 1: 'Atomos ATOM-CAB010 Full To Full Hdmi Coiled Cable'. Entity 2: 'Maxxis High Roller II MaxxTerra Tire (WT) (3C/EXO/TR) (27.5 x 2.40) (Folding)'.,No,81962548#41191422
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson Seahorse Multipack 6-kleur T0487'. Entity 2: 'Epson T0487 Multipack (Black, Cyan, Magenta, Yellow, Light Cyan, Light Magenta)'.",Yes,41456801#79707438
Do the two product descriptions refer to the same real-world product? Entity 1: 'CORSAIR 275R (ATX) MID TOWER CABINET - WITH TEMPERED GLASS SIDE PANEL (WHITE) CC-9011133-WW'. Entity 2: 'DDR3 8GB PC1600 CL9 Kingston Hypk'.,No,65655694#64323838
Do the two product descriptions refer to the same real-world product? Entity 1: 'JABRA EVOLVE 20 UC Stereo'. Entity 2: 'Samsung Portable SSD T7 Touch 2TB - Zwart'.,No,63984980#23211539
Do the two product descriptions refer to the same real-world product? Entity 1: 'APC Smart-UPS RT192V RM Battery Pack 2 R'. Entity 2: 'Kingston HyperX Fury 4GB DDR3 1600MHz CL10 Ram'.,No,629096#21463573
Do the two product descriptions refer to the same real-world product? Entity 1: 'Traveler's Notebook / Refill 001 / Lined Notebook'. Entity 2: 'Shimano BR-M9000 J04C Metal Finned Disc Pad'.,No,80500885#11542304
Do the two product descriptions refer to the same real-world product? Entity 1: 'WD Blue 3D - 2048 GB - M.2 - 560 MB/s - 6 Gbit/s WDS200T2B0B'. Entity 2: 'SSD Western Digital Blue 2TB M.2 2280 TLC SATA SSD'.,Yes,35469349#19949293
Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson WP4000/4500 Inkjet Cartridge High Yield Magenta. (Eiffel Tower) OEM: C13T70234010 EP48715'. Entity 2: 'Epson C13T70234010 XL Muste Punainen'.,Yes,17128193#46950967
Do the two product descriptions refer to the same real-world product? Entity 1: 'SanDisk SDHC Ultra UHS-I 256GB Class 10 90MB/S'. Entity 2: 'Pokemon Pokemon: Darkness Ablaze Bstr'.,No,24224044#57791020
Do the two product descriptions refer to the same real-world product? Entity 1: 'JABRA EVOLVE 20 UC Stereo'. Entity 2: 'JABRA Evolve 20 UC USB - Mono'.,No,63984980#38552937
"Do the two product descriptions refer to the same real-world product? Entity 1: 'BLAZE PROFESSIONAL 27-INCH 2 BURNER BUILT-IN GAS GRILL WITH REAR INFRARED BURNER'. Entity 2: 'Blaze 2 Burner Professional Built-In Propane Gas Outdoor Grill, BLZ-2PRO-LP'.",Yes,11199708#24360041
Do the two product descriptions refer to the same real-world product? Entity 1: 'Daniel Wellington Mens Classic Sheffield 40mm Rose Gold Black DW00100007'. Entity 2: 'Daniel Wellington Classic Sheffield Rose 40mm -rannekello DW00100007'.,Yes,41987114#77020269
Do the two product descriptions refer to the same real-world product? Entity 1: 'Sony SEL 30mm 3.5 Makro E-Mount'. Entity 2: 'Sony E 30mm f/3.5 Macro Lens'.,Yes,62945209#15648
Do the two product descriptions refer to the same real-world product? Entity 1: 'Gigabyte Nvidia RTX 2060 SUPER Aorus OC 8Gb GDDR6'. Entity 2: 'Swiss Military Hanowa FLAGSHIP 06-5161.2.04.007 Herrenuhr'.,No,75255299#27442156
"Do the two product descriptions refer to the same real-world product? Entity 1: 'DJI Accessory CP.PT.000562 Mavic Part 6 Car Charger Retail'. Entity 2: 'UBIQUITI - UVC G3 Bullet Camera, 3-pack'.",No,58902636#84429009
Do the two product descriptions refer to the same real-world product? Entity 1: 'Ubiquiti UniFi Mesh AP OUT AC1750 5 PACK'. Entity 2: 'Router wifi archer c60 ac1350 dual'.,No,45001854#33671496
Do the two product descriptions refer to the same real-world product? Entity 1: 'Sandisk Cruzer Force 16GB USB 2.0 Flash Drive - SDCZ71-016G-B35'. Entity 2: 'Gigabyte AMD Radeon RX 5500 XT OC 8GB GDDR6 RDNA PCIe 4.0 Graphics Card'.,No,2491460#88855243
"Do the two product descriptions refer to the same real-world product? Entity 1: 'DJI DJI | Mavic Mini Drone Fly More Combo'. Entity 2: 'RAM 2.75\"" Diameter Suction Cup Base with 1\"" Ball'.",No,7736538#2701835
Do the two product descriptions refer to the same real-world product? Entity 1: 'Logitech C920 USB HD Pro Webcam with Auto-Focus and Microphone'. Entity 2: 'Logitech HD Pro Webcam C920 - webkamera'.,Yes,74722865#25980770
Do the two product descriptions refer to the same real-world product? Entity 1: 'Shimano 105 RD-R7000 GS Rear Derailleur'. Entity 2: 'Swiss Military Hanowa Flagship 06-5161.2.04.003'.,No,97940008#71716796
Do the two product descriptions refer to the same real-world product? Entity 1: 'APC - Schneider SMART-UPS 1000VA LCD 230V'. Entity 2: 'APC - USV APC SMT1000RMI2UCSMARTUPS 1000VA LCD RM 2U 230V SmartC'.,No,77969198#10937592
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Evans EC2 Clear Drum Head, 8 Inch'. Entity 2: 'Evans EMAD2 Clear Bass Drum Head, 22 Inch'.",No,47293324#9232364
Do the two product descriptions refer to the same real-world product? Entity 1: 'JABRA EVOLVE 20 UC Stereo'. Entity 2: 'Jabra EVOLVE 20 Wired Stereo Headset - Over-the-head - Supra-aural'.,Yes,63984980#31177984
Do the two product descriptions refer to the same real-world product? Entity 1: 'Corsair Crystal Series 570X RGB CC-9011098-WW Steel / Tempered Glass ATX Mid Tower Case'. Entity 2: 'Garmin Fenix 5X Plus Sapphire Black Rubber Strap 010-01989-01'.,No,18666720#52404977
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Corsair ML140 Pro LED, Blue, 140mm Premium Magnetic Levitation Cooling Fan CO-9050048-WW'. Entity 2: 'Corsair ML140 Pro LED, Red, 140mm Premium Magnetic Levitation Fan'.",No,80103776#29553137
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung 860 PRO 2.5\"" 1000 GB Serial ATA III 3D MLC'. Entity 2: 'Kingston Technology A400 2.5 \""240 GB Serial ATA III TLC'.",No,29714425#55136447
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM Motorcycle Combination Base for Handlebar or Brake/Clutch Reservoir with 1\"" ...'. Entity 2: 'Hikvision MP Outdoor IR DS-2DE5225IW-AE'.",No,54550733#34073206
Do the two product descriptions refer to the same real-world product? Entity 1: 'Ext. HDD LaCie Mobile Drive 2TB USB-C'. Entity 2: 'LACIE 2TB 2.5 MOBILE PORTABLE USB 3.0 MOON SILVER'.,Yes,81439789#23605781
Do the two product descriptions refer to the same real-world product? Entity 1: 'SRAM AM BRAKE PAD GUIDE/TRL STLSIN 1 SET'. Entity 2: 'SRAM Guide Trail Brake Pad'.,Yes,96989593#16958158
"Do the two product descriptions refer to the same real-world product? Entity 1: 'WS-C2960L-16TS-LLCatalyst 2960L 16 port GigE, 2 x 1G SFP, LAN Lite'. Entity 2: 'DJI Mavic Pro automobilinis įkroviklis / Car Charger'.",No,6236857#18922461
Do the two product descriptions refer to the same real-world product? Entity 1: 'Wireless TP-LINK Wireless Lan TL-WN781ND'. Entity 2: 'TP-Link TL-WN725N Nano Wireless USB Adapter'.,No,48790334#22685310
"Do the two product descriptions refer to the same real-world product? Entity 1: 'PHILIPS MONITOR LED IPS 24\"" (23.8) 16:9 FULLHD VGA DVI HDMI 243V7QDSB'. Entity 2: 'Corsair ML140 Pro LED, Red, 140mm Premium Magnetic Levitation Fan'.",No,96098511#29553137
Do the two product descriptions refer to the same real-world product? Entity 1: 'AAA Replica Audemars Piguet Royal Oak Chronograph Black Dail Watch 26331ST.OO.1220ST.02'. Entity 2: 'HP printer Color LaserJet Professional CP5225dn (CE712A#B19)'.,No,31558480#17681625
Do the two product descriptions refer to the same real-world product? Entity 1: 'TAG HEUER MONACO AUTOMATIC CHRONOGRAPH'. Entity 2: 'Buy Quality Replica Tag Heuer Monaco Steve McQueen Chronograph Watch CAW211P.FC6356'.,Yes,43742368#70174967
Do the two product descriptions refer to the same real-world product? Entity 1: 'CORSAIR 8Gbx1 DDR4 3000Mhz Ram CMK8GX4M1D3000C16 VENGEANCE LPX Gaming RAM'. Entity 2: 'ASUS Radeon RX 5700 XT TUF OC 8GB GDDR6'.,No,50005399#29064292
"Do the two product descriptions refer to the same real-world product? Entity 1: 'LOGITECH C270 3MP 1280 X 720PIXELS USB 2.0 BLACK WEBCAM'. Entity 2: 'Samsung T5 external SSD Black 2TB, USB-C'.",No,24557096#90945536
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston Technology SA400S37/240G A400 SSD Solid State Drive 2.5 Inch SATA-3 - 240GB'. Entity 2: 'AF-S FX 24-85MM F3.5-4.5G ED VR'.,No,81424577#61306190
Do the two product descriptions refer to the same real-world product? Entity 1: 'Hydro Flask 21 Oz- Black'. Entity 2: 'HYDRO FLASK HYDRO FLASK 32OZ WIDE MOUTH BOTTLE-BLACK'.,No,75551932#12190772
Do the two product descriptions refer to the same real-world product? Entity 1: 'Corsair 110R Tempered Glass Mid-Tower ATX Case'. Entity 2: 'Corsair Carbide Spec-01 Red LED Mid-Tower Case'.,No,58755004#88727182
Do the two product descriptions refer to the same real-world product? Entity 1: 'Impresora brother laser monocromo hl - l6300dw a4'. Entity 2: 'Gorra New Era NFL New Orleans Saints 9Fifty Cap'.,No,3598671#416796
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM 3.3\"" DIA. SUCT CUP W 1\"" BALL'. Entity 2: 'RAM Dual Suction Cup Base'.",No,74021002#26009855
Do the two product descriptions refer to the same real-world product? Entity 1: 'Canon Multipack PGI-72multi1 (6403B007)'. Entity 2: '0000012890| Sigma 50mm f/1.4 DG HSM Art for Canon'.,No,10737119#3889666
Do the two product descriptions refer to the same real-world product? Entity 1: 'Western Digital My Book Micro-USB B 3.0 (3.1 Gen 1) 3000GB N'. Entity 2: 'SanDisk Extreme PRO SD UHS-II Card Reader/Writer'.,No,47251006#26237955
Do the two product descriptions refer to the same real-world product? Entity 1: 'Ram Mount Motorcycle Fork Stem Mount with 1 Ball'. Entity 2: 'Pokemon TCG: Sword & Shield Boosters'.,No,3957020#21044132
Do the two product descriptions refer to the same real-world product? Entity 1: 'MANFROTTO trpied alu Befree Advanced 2.0 MKBFRLA4BK-BH'. Entity 2: 'Kingston 256GB DataTraveler 100 G3 (USB 3.0)'.,No,41867761#8565641
Do the two product descriptions refer to the same real-world product? Entity 1: 'BLAZE PROFESSIONAL 27-INCH 2 BURNER BUILT-IN GAS GRILL WITH REAR INFRARED BURNER'. Entity 2: 'Blaze 4 Burner LTE Grill Built-In Natural Gas Grill with Lights'.,No,11199708#43409810
Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson C13T755440 T7554 Yellow Ink 39ml'. Entity 2: 'Epson WP4000/4500 Inkjet Cartridge High Yield Magenta. (Eiffel Tower) OEM: C13T70234010 EP48715'.,No,97502452#17128193
Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower Case'. Entity 2: 'Atomos ATOM-CAB010 Full To Full Hdmi Coiled Cable'.,No,23276195#81962548
Do the two product descriptions refer to the same real-world product? Entity 1: 'Tarjeta Gráfica Gigabyte RTX 2080 Ti XTREME 11 Gb'. Entity 2: 'Gigabyte GeForce RTX 2060 SUPER 8GB Aorus'.,No,46578488#8882504
Do the two product descriptions refer to the same real-world product? Entity 1: 'FUJIFILM Aspherical Super EBC XF 80mm f/2.8 R LM OIS WR Macro Lens'. Entity 2: 'FUJIFILM XF 8-16mm f/2.8 R LM WR Lens'.,No,21075521#21963707
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM Motorcycle Combination Base for Handlebar or Brake/Clutch Reservoir with 1\"" ...'. Entity 2: '128GB Pendrive SanDisk Extreme PRO SSD USB 3.1 420MB/s'.",No,54550733#93168786
"Do the two product descriptions refer to the same real-world product? Entity 1: 'SHIMANO PD-R7000, 105, SPD-SL PEDAL.'. Entity 2: 'Evans 8\"" TT08EC2S Clear Drum Head'.",No,70331081#52799959
Do the two product descriptions refer to the same real-world product? Entity 1: 'New York Yankees New Era Navy League 9FORTY Adjustable Hat - Men - Navy Blue'. Entity 2: 'Sigma ART 50mm f/1.4 DG HSM Lens for Nikon'.,No,95671075#86176880
Do the two product descriptions refer to the same real-world product? Entity 1: 'SANDISK EXTREME PRO SDXC 256GB 170MB/S C10 U3'. Entity 2: '128GB Pendrive SanDisk Extreme PRO SSD USB 3.1 420MB/s'.,No,92318972#93168786
Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson Seahorse Multipack 6-kleur T0487'. Entity 2: 'Shimano - CLEATS SH-10 FIXED RED'.,No,41456801#9862290
Do the two product descriptions refer to the same real-world product? Entity 1: 'PH-GTX1660S-O6G 6 GB Geforce GTX 1660 Super Overclocked Phoenix Fan Edition Hdmi DP Dvi Graphics Card'. Entity 2: 'Samsung 1TB SSD 970 EVO NVMe M.2'.,No,87637930#7437957
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Ilford FP4 Plus 125 120'. Entity 2: 'Intel Core i3-8300 (Coffee Lake) 3.7 GHz, LGA1151, Intel UHD 630, 8MB, 14nm, 62W, Box'.",No,76157897#98554509
Do the two product descriptions refer to the same real-world product? Entity 1: 'Obiectiv foto CANON EF-S 10-18mm f/4.5-5.6 IS STM'. Entity 2: 'Canon EF-S 55-250mm f/4-5.6 IS STM'.,No,14345451#61201533
Do the two product descriptions refer to the same real-world product? Entity 1: 'HP 900GB 6G SAS 10K 900 SAS 16 MB Cache 2.5-Inch Internal Bare or OEM Drives 619291-B21'. Entity 2: 'Canon EF-M 18-150mm f/3.5-6.3 IS STM (Black)'.,No,66047716#40876435
Do the two product descriptions refer to the same real-world product? Entity 1: 'Sony FE 70-200mm f/4 OSS Lens'. Entity 2: 'Sony SEL24240 FE 24-240mm f/3.5-6.3 OSS Zoom Lens for Mirrorless Cameras'.,No,36499924#18865753
Do the two product descriptions refer to the same real-world product? Entity 1: 'Corsair Vengeance LPX 16GB DDR4 2400MHz(CMK16GX4M1A2400C14)'. Entity 2: 'TP-Link TL-WN725N Nano Wireless USB Adapter'.,No,31803140#22685310
Do the two product descriptions refer to the same real-world product? Entity 1: 'Manfrotto MVK500AM Fluid Video System'. Entity 2: 'Manfrotto MVK500AM Fluid Video Head With Lightweight Telescopic Legs'.,Yes,79558814#37865200
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM Mount 3.5\"" Twist Lock Suction Cup Base with 1\"" Ball'. Entity 2: 'RAM Twist-Lock Dual Suction Cup Base / RAM-B-189BU'.",No,4287952#31143310
"Do the two product descriptions refer to the same real-world product? Entity 1: 'SDS2/32GB, 32GB SDHC Canvas Select Plus 100R C10 UHS-I U1 V10'. Entity 2: 'Kingston Canvas Select (32GB) MicroSD Card Class 10 UHS-1 U1 with Adaptor'.",No,55718937#37065951
Do the two product descriptions refer to the same real-world product? Entity 1: 'Apple AirPods with Wireless Charging Case (2nd Generation) - White'. Entity 2: 'SanDisk SD Extreme V30 U3 UHS-I C10 - 128GB'.,No,40845396#24802094
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Corsair DDR4 Vengeance LPX 16GB/2133(2*8GB) CL13-15-15-28 1,20V XMP2.0'. Entity 2: 'Cooler master ventola master liquid ML120R rgb lga 775>2066 amd AM2>FM1'.",No,78223883#47818268
Do the two product descriptions refer to the same real-world product? Entity 1: 'Caixa Cooler_Master Caixa para PC NSE-300-KKN1'. Entity 2: 'Epson Strawberry 29 (Prentar 175 síður) Claria Home blekhylki (blátt)'.,No,32763428#43006963
Do the two product descriptions refer to the same real-world product? Entity 1: 'Western Digital My Book Micro-USB B 3.0 (3.1 Gen 1) 3000GB N'. Entity 2: 'Western Digital My Book 3 To - Noir'.,Yes,47251006#12850168
Do the two product descriptions refer to the same real-world product? Entity 1: 'WD 1TB My Passport Portable Hard Drive'. Entity 2: 'Western Digital WD My Passport Portable HDD 4TB Black'.,No,43411151#68891313
Do the two product descriptions refer to the same real-world product? Entity 1: 'Brother HL-L5200DW S/W- Laserdrucker'. Entity 2: 'Brother HL-L5200DW Laser Printer'.,Yes,97987485#53641305
Do the two product descriptions refer to the same real-world product? Entity 1: 'Sony E-Mount FE 20mm f/1.8 Ultra Wide Angle G Lens'. Entity 2: 'Sony Alpha SEL50F18F FE 50mm f/1.8'.,No,62089162#15880732
Do the two product descriptions refer to the same real-world product? Entity 1: 'Apple AirPods with Wired Charging Case (2nd Generation)'. Entity 2: 'Apple AirPods with Wireless Charging Case (2nd Generation) - White'.,No,44483408#40845396
Do the two product descriptions refer to the same real-world product? Entity 1: 'Xerox Phaser 6000/6010 Black Toner'. Entity 2: 'Xerox Toner 106R01634 black Phaser 6000 2000str.'.,Yes,18835729#56884127
Do the two product descriptions refer to the same real-world product? Entity 1: 'Sony E 30mm f/3.5 Macro Lens'. Entity 2: 'Sony SEL24240 FE 24-240mm f/3.5-6.3 OSS Zoom Lens for Mirrorless Cameras'.,No,15648#18865753
"Do the two product descriptions refer to the same real-world product? Entity 1: 'HD 3,5 4TB 7200RPM IRONWOLF PRO 128 MB SATA3 SEAGATE'. Entity 2: 'Jabra BIZ 2300 USB MS Mono - headset'.",No,36425270#3736831
Do the two product descriptions refer to the same real-world product? Entity 1: 'Oakley Jawbreaker 31 Mm Matte Black Sunglasses'. Entity 2: 'Oakley Jawbreaker MTB Solglsasögon Matte Black w/ Prizm Road'.,Yes,97165175#12127235
"Do the two product descriptions refer to the same real-world product? Entity 1: '3M - PF230W9F EYE PROTECTION FILTER DESKTOPS FRAME STANDARD 23.0 ACCS'. Entity 2: '16GB Vengeance LPX DDR4 2400MHz, CL14, Black, DIMM Memory'.",No,49127797#30336988
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson S050189 Cyan, High Capacity Toner Cartridge'. Entity 2: 'Laser Toner Cartridge compatible with Samsung MLT-D103L/ELS High Capacity'.",No,24927054#26491787
Do the two product descriptions refer to the same real-world product? Entity 1: 'Fujifilm Instax mini Rainbow film 10 pack'. Entity 2: 'Canon PFI 107C Ink Cartridge Cyan'.,No,46246978#66680332
Do the two product descriptions refer to the same real-world product? Entity 1: 'Dron DJI Mavic 2 Pro'. Entity 2: 'DJI Mavic 2 Car Charger'.,No,83992680#24574240
Do the two product descriptions refer to the same real-world product? Entity 1: 'HPE 300GB 6G SAS 10K rpm SFF (2.5-inch) SC Enterprise 3yr Warranty HDD'. Entity 2: 'HPE 300GB SERVER SMART MEMORY 6G 15K SAS 2.5 652611-B21'.,No,87572356#71290070
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston Technology DataTraveler microDuo 3C 128GB USB flash drive USB Type-A / USB Type-C 3.0 (3.1 Gen 1) Silver'. Entity 2: 'Kingston 16GB DataTraveler microDuo USB 3.0 OTG Flash Drive'.,No,46100236#38117313
Do the two product descriptions refer to the same real-world product? Entity 1: 'Cheap Replica Audemars Piguet Royal Oak Chronograph White Dail Watch 26331ST.OO.1220ST.03'. Entity 2: 'Hikvision MP Outdoor IR DS-2DE5225IW-AE'.,No,2282686#34073206
