id_left,brand_left,title_left,description_left,price_left,priceCurrency_left,specTableContent_left,cluster_id_left,id_right,brand_right,title_right,description_right,price_right,priceCurrency_right,specTableContent_right,cluster_id_right,pair_id,label,is_hard_negative
54536046,,APC RBC140 Replacement Battery Cartridge,"APC Replacement Battery Cartridge #140Genuine APC RBC are tested and certified for compatibility to restore UPS performance to the original specifications.Includes : All required connectors , Battery recycling guide , Installation Guide , Reusable packagingReplacement Battery CartridgesFeatures & BenefitsConveniencePrepaid postage to a nearby recycling partner (availability varies by country) - Insures that almost 100% of the old battery is recycled, protecting the environment.Re-usable packaging with clear instructions on how to properly dispose of spent batteries - Convenient, easy and green.Fully assembled for easy hot-swap installation - APC RBCs are safe, reliable and contain a minimum number of connections saving valuable",531.10,GBP,,1144246,9561888,APC,APC Replacement Battery Cartridge #133UPS battery - Lead Acid,"Tested and approved to restore the performance of your APC UPS. It maintains UPS safety certifications (UL, VDE, and CSA) and lifetime equipment protection policy (as applicable). It designed by APC by Schneider Electric exclusively for APC UPS's for complete compatibility with the intelligent battery management system.","312,12",EUR,,167983,54536046#9561888,0,True
31531912,,Buy Quality Replica Omega Seamaster Planet Ocean 600M Steel Chronometer Chronograph Watch 215.30.46.51.01.001,Quality AAA Replica Omega Seamaster Planet Ocean 600M Steel Chronometer Chronograph Watch 215.30.46.51.01.001 from online store for sale.,,,,27649829,90806148,,AAA Replica Omega Seamaster Planet Ocean 600M Chronograph Stainless Steel Blue Watch 215.30.46.51.03.001,AAA Replica Omega Seamaster Planet Ocean 600M Chronograph Stainless Steel Blue Watch 215.30.46.51.03.001 for sale from China with good prices.,,,,2193117,31531912#90806148,0,True
11665937,Hydro Flask,Hydro Flask 32 oz Wide Mouth Flex Cap Bottle in Sunflower,32 oz Wide Mouth Flex Cap Bottle in Sunflower,48.00,CAD,,489587,50789754,Hydro Flask,Hydro Flask 32 oz. Wide Mouth 2.0 Flex Cap Hibiscus,"Hydro Flask 32 oz. Wide Mouth 2.0 Flex Cap Hibiscus in Medicine Hat, Alberta, Canada",40.79,CAD,,929657,11665937#50789754,0,True
35809370,Hydro Flask,Hydro Flask 32oz Wide Mouth Flex Cap Hibiscus,,44.95,USD,,929657,11665937,Hydro Flask,Hydro Flask 32 oz Wide Mouth Flex Cap Bottle in Sunflower,32 oz Wide Mouth Flex Cap Bottle in Sunflower,48.00,CAD,,489587,35809370#11665937,0,True
27700752,,SanDisk Extreme PRO SD UHS-II USB 3.0,,99,PLN,,137095,38383881,,"Sandisk 128gb Extreme Pro USB 3.1 Solid State Flash Drive, 420MB/s","The SanDisk Extreme PRO® USB 3.1 Solid State Flash Drive delivers the super-fast solid state performance in a USB 3.1 flash drive1. A game-changer in the USB storage category, this flash drive offers read speeds of up to 420MB/s, and write speeds of up to 380MB/s1 that let you transfer everything fast. The sophisticated aluminum design is both stylish and durable, and the included SanDisk SecureAccess® software, with 128-bit file encryption and password protection, ensures that your private files stay private4. Plus, the SanDisk Extreme PRO® USB 3.1 Solid State Flash Drive is backed by a limited lifetime warranty6 for",48.99,GBP,,79238,27700752#38383881,0,True
73248952,,TP-Link EAP225-Outdoor AC1200 Wireless MU-MIMO Gigabit Indoor/Outdoor Access Point,"1000Mbit, Kültéri",30290,HUF,,233795,7873500,TP-LINK,Access Point TP-LINK Wireless N 300Mbs B/G/N - 3 Antenas,Access Point TP-LINK Wireless N 300Mbs B/G/N - 3 Antenas,"29,75",EUR,,877442,73248952#7873500,0,False
25980770,,Logitech HD Pro Webcam C920 - webkamera,"Kabeltilslutning USB 2.0, Farve Sort, OS systemkrav Microsoft Windows 7 64-bit Edition,Google Chrome OS,Microsoft Windows Vista / 7 / 8 / 10",,,,236410,29716234,,LOGITECH C922 PRO STREAM FULL HD WEBCAM (960-001090)-WRTY 1YR W/BANLEONG,Warranty : 1 Year with Local Distributor - Ban Leong,189.00,SGD,,58883,25980770#29716234,0,True
18915981,SRAM,SRAM Disc Brake Pad Set Organic Compound,"Original equipment pads for no-compromise disc brake performance.Fits Hydraulic Road Disc, Level Ultimate and Level TLMSpecificationsCompound:OrganicHeat Sink:NoBacking Plate Material:SteelPad Shape Number:37",24.99,USD,,350645,96989593,SRAM,SRAM AM BRAKE PAD GUIDE/TRL STLSIN 1 SET,,25.00,USD,,183990,18915981#96989593,0,True
90921158,Hikvision,DS-7208HUHI-k2-P 8 Channel DVR Turbo 4.0 PoC 5MP,DS-7208HUHI-K2-P Hikvision 8 channel DVR with PoC 5MP recording. Best CCTV system in UK,0.00,GBP,,1671509,64536135,,"DVR 8 canale, Turbo HD, 6MP, PoC, Hikvision DS-7208HQHI-K2-P","DVR 8 canale, Turbo HD, 6MP, PoC, Hikvision DS-7208HQHI-K2-PDS-7208HQHI-K2-P este un DVR Turbo HD Hikvision cu 8 canale FullHD care functioneaza cu camere de supraveghere: de pana la 6MP pentru camere IP si 3MP pentru camereTurbo HD (canalele 1 si 2). Transmisia de semnal HDTVI se face la maxim 800 m pentru 1080P si 1200 m pentru 720P. Suporta vizualizarea simultana a 8 canale local cat si la distanta prin Internet de pe PC, Smartphone folosind aplicatiile dedicate (iVMS-4500). Utilizeaza simultan camere HDTVI, AHD, HDCVI, CVBS si IPSpecificatii tehnice DVR Hikvision DS-7208HQHI-K2-P :Video/Audio InputAudio Input: 8-chVideo Compression: H.265 Pro+/H.265 Pro/H.265/H.264+/H.264Analog",687,LEI,,28399,90921158#64536135,0,True
8343900,,Jabra Biz 2400 II Mono 3-1 NC IP 2486-820-209,"****CONTACT US FOR SPECIAL PRICING OPTIONS****The Jabra Biz 2400 corded headsets give you maximum flexibility for your business.Employees can choose the wearing style that works best for themKeeps background noises from disrupting conversations with customersA durable choice with a break-proof boom armThe mono version comes with three different wearing styles, giving your employees the freedom of choice and ensuring quick user adoption. Its noise canceling features filter out background noise, helping you create a more professional environment for your employees and customers.General InformationProduct Name Jabra Biz 2400 II Mono 3-1 NC IpManufacturer Part Number 2486-820-209Product Line BIZProduct Series 2400Product Type",189.00,USD,,5673093,96888760,,"Jabra Biz 2400 II Mono 3-1, NC, 82 mic, QD",,12500,PHP,,2148042,8343900#96888760,0,True
34583798,,Ubiquiti Networks UVC-G3-LED security camera accessory,"IR Range Extender, Ø80 x 26mm, 75g",139.26,EUR,,711907,84429009,,"UBIQUITI - UVC G3 Bullet Camera, 3-pack","UBIQUITI UVC G3 Bullet Camera, 3-pack (UVC-G3-BULLET-3) - Type: Kamera",4715.00,NOK,,64482,34583798#84429009,0,True
42341716,Samsung,Samsung 970 Evo 500GB NVME M.2 High Speed Solid State Drive with V-Nand,"Designed for tech savvy users, gamers and professionals with frequent high workloads such as video production/editing or simulations Read/write speeds of 3400/2300 MB/S Dynamic Thermal Guard technology TBW-300 TB",10399.00,INR,,1929047,3223487,SAMSUNG,"SAMSUNG 970 EVO PLUS M.2 2280 500GB PCIe Gen 3.0 x4, NVMe 1.3 V-NAND 3-bit MLC Internal Solid State Drive (SSD) MZ-V7S500B/AM","SAMSUNG 970 EVO PLUS M.2 2280 500GB PCIe Gen 3.0 x4, NVMe 1.3 V-NAND 3-bit MLC Internal Solid State Drive (SSD) MZ-V7S500B/AM",89.99,USD,,416703,42341716#3223487,0,True
27449862,,Omega Seamaster DIVER 300MOMEGA CO-AXIAL MASTER CHRONOMETER 42 MM,,219000,MXN,,52358297,31420404,Omega,Seamaster Planet Ocean 600 M Omega Co-Axial Master Chronometer Chronograph 215.30.46.51.03.001,"It was with OMEGA’s maritime legacy in mind that the brand launched its Planet Ocean line in 2005. The stylish OMEGA Seamaster Planet Ocean 600M Master Chronometer Chronograph pays homage to OMEGA’s dive watch heritage.This model, with its scratch-resistant sapphire crystal, features a blue ceramic dial with Arabic numerals and a date window at the 6 o’clock position. The dial presents a small seconds sub-dial, as well as 60-minute and 12-hour counters on one dial for intuitive reading of elapsed time. The blue ceramic unidirectional rotating divers’ bezel, with its Liquidmetal® diving scale, is mounted on a 45.5 mm stainless","8,450.00",USD,,2193117,27449862#31420404,0,True
9951028,HYDRO FLASK,HYDRO FLASK HYDRO FLASK 21OZ STANDARD MOUTH BOTTLE-OLIVE,"Hydro Flask's unique double wall vacuum insulation protects temperature for hours. Cold drinks stay icy cold and hot drinks stay piping hot so you can stay refreshed for any adventure.Product BenefitsVersatile, middle-of-the-road sizeTempShield™",33.00,USD,,1446023,9069903,,21 oz Standard Mouth With Standard S21SX306,"Product DescriptionBrand : HYDRO FLASKStyle# : S21SX306Product Type : TumblerColor : OLIVESize : 21oz(621mL)Material :18/8 Pro Grade Stainless SteelOrigin : ImportedFeaturesVersatile, middle-of-the-road sizeTempShield??insulation eliminates condensation and keeps beverages cold up to 24 hours and hot up to 12 hoursDurable 18/8 Pro-Grade Stainless Steel constructionBPA-Free and Phthalate-FreeCompatible with Standard Mouth Insulated Sport CapLifetime Warranty",32.95,USD,,1446023,9951028#9069903,1,False
50920560,,HIKVISION DS-7208HQHI-K1 2 MEGAPIXEL HYBRID 8 CHANNEL (8CH) DVR,The HIKVISION DS-7208HQHI-K1 is the Fourth Generation TURBO 4 DVR. This DVR use H.264 and Duel stream video compression and uses a BNC interface for camera input. The TURBO range of DVRs are able to support up to 3MP HD-TVI Input on the first 2 BNC channels and 2MP (1080P on all other channels . This range of DVRs has both VGA and HDMI outputs with an output resolution of 1920 x 1080P and can record on the main stream 1080P in non real time and 720P resolution and below in real time. This DVR supports on HDD of up,,,,1423051,3167871,,HIKVISION DS-7208HUHI-K1 5 MEGAPIXEL (5MP) HYBRID 8 CHANNEL DVR,"The HIKVISION DS-7208HUHI-K1 is a Fourth Generation TURBO 4.0 DVR. Capable of recording up to 5MP TVI Cameras at up to 12fps. This DVR use H.265+ and Duel stream video compression and uses a BNC interface for camera input. The DS-7208HUHI-K1 are Hybrid DVRs capable of Supporting TVI,AHD,CVI and Analog cameras.This DVR also has the additional benefit of supporting an additional 2x IP cameras of up to 8MP Resolution and the capacity to hold 1x Hard Disk up to 6TB.",,,,1069672,50920560#3167871,0,True
28824028,,"Memoria USB Kingston Technology - Color blanco, 16 GB, USB 3.0","Memoria USB Kingston Technology - Color blanco, 16 GB, USB 3.0",104.00,MXN,,1915191,11620368,,Kingston DataTraveler G4 - USB flash drive - 16 GB - USB 3.0 - blue,16 GB • USB 3.0 • 40 MB/s/10 MB/s • Blauw,14.99,EUR,,1915191,28824028#11620368,1,False
47751906,,Corsair 8GB (1x8GB) 3000MHz CL16 Vengeance LPX Black,,159,PLN,,1132050,50944416,,Corsair Vengeance LPX CMK8GX4M1A2666C16 8GB (1x8GB) 2666Mhz DDR4,"Corsair Vengeance LPX 8GB (1x8GB), PC4-21300 (2666MHz) DDR4, 16-18-18-35, 1.2v, Single Stick",59.00,AUD,,155934,47751906#50944416,0,True
29914496,,Epson - Ink Cartridge Black 10K,,3905.00,CZK,,193507,40116448,,EPSON cartridge T7891 black (WorkForce5),CZ distribuce / 8715946529233 / C13T789140 /,1805.00,CZK,,2484292,29914496#40116448,0,True
38071613,,Kingston 16GB/3333MHz DDR-4 HyperX Predator XMP (Kit! 2db 8GB) (HX433C16PB3K2/16) memória,,36890,HUF,,499316,87322400,Kingston,HyperX Predator 16GB - PC4-26600 - DIMM,Predator 16GB 3333MHz DDR4 Kit,109.00,EUR,,499316,38071613#87322400,1,False
85887866,,LaCie - Lacie Rugged USB-C Hard Drives - 2TB & 5TB,"The Lacie Rugged hard drive brings USB-C compatibility, blazing-fast speeds, & toughness all in a portable sized drive. No more needing to compromise.",1.7249E2,USD,,114602,48305046,,Lacie 5TB USB-C Mobile Drive prenosni disk,,,,,500837,85887866#48305046,0,True
4287952,RAM Mount,"RAM Mount 3.5\"" Twist Lock Suction Cup Base with 1\"" Ball","RAM Mount 3.5\"" Twist Lock Suction Cup Base with 1\"" BallThe RAM-B-224-1U is a 3.3\"" Diameter Suction Cup Base that will allow you to connect a range of compatible (B size) RAM components (sold separately) using a ball and socket connection.What you get:1 x RAM 3.3\"" Diameter Suction Cup Base with 1\"" Ball (RAM-B-224-1U)Note: This listing does NOT include a RAM cradle or Double Clamp Arm, these items will need to be purchased separately.RAM 3.3\"" Diameter Suction Cup Base with 1\"" Ball (RAM-B-224-1U)The RAM-B-224-1U consists of a 3.3\"" diameter suction cup twist lock base that is connected to the RAM-B-238U",35.00,AUD,,3553607,2701835,,"RAM 2.75\"" Diameter Suction Cup Base with 1\"" Ball","Fans of RAM Mounts' industry-leading array of electronics mounts and cradles will welcome the ultra-reliable attachment options made possible by the RAM 2.75\"" Diameter Suction Cup Base with 1\"" Ball. The unit's 2 3/4\"" suction base with twist lock delivers a rock-solid, tenacious hold to glass, plastic, acrylic, and similar smooth, non-porous surfaces. Furthermore, its 1\"" rubber ball is tailor-made to interface with a wide range of RAM cradles and mounting/adjustment arms (sold separately), so users of other RAM products can seamlessly integrate the base into their operations. Ideal for renter pilots, CFIs, and anyone else who frequently flies a",12.99,USD,,5568458,4287952#2701835,0,True
48580118,,Jabra EVOLVE 65 UC Mono (6593-829-409),Standalone headset (Headset only),93.77,EUR,,1409979,53905543,,JABRA EVOLVE 20 UC Mono,7% GST excluded.Accessories sold separately.No Ex-stock. On Backorder.,66.76,SGD,,1588415,48580118#53905543,0,True
81948691,,"RAP-B-224-1U RAM Mounts 3.3\"" Diameter Suction Cup Base with 1\"" Composite Ball","RAM Mounts793442904721RAP-B-224-1U RAM Mounts 3.3\"" Diameter Suction Cup Base with 1\"" Composite BallThe RAP-B-224-1U, composite twist lock mount consists of a 3.25\"" rubber base that is connected to the (RAP-B-238U), composite diamond base with 1\"" rubber ball. The suction cup is designed to have an extra strong hold on any smooth non-porous surface, but for best results, mount the suction cup on a glass or non-porous plastic surface.Material:High Strength CompositeBall Size:1\"" Rubber Ball \""B\"" SizeNote:The \""U\"" in the part number reflects product packaged in poly bag.Weight:0.24 lbs.",16.49,USD,,5568458,74021002,RAM,"RAM 3.3\"" DIA. SUCT CUP W 1\"" BALL",,23.80,EUR,,3553607,81948691#74021002,0,True
84528711,,Omega Seamaster Planet Ocean Automatic Chronograph Two-Tone Rubber Watch 215.32.46.51.01.001,"stainless steel case, with a black dial. Two-Tone rubber Strap. automatic movement. sapphire crystal. 45.5mmx 45.5mmx 18.8mm case. 22mm band width. 600 meters water resistant. Omega Seamaster Planet Ocean Automatic Chronograph Two-Tone Rubber Watch 215.32.46.51.01.001 Omega has made innumerable contributions to watch-making history, including the first watch on the moon, followed by five subsequent lunar landings, the first divers' watch, the world's only certified marine chronometer watch, the inventor of the James Bond watch, and more records for accuracy than any other watch company. Omega has also been the official timekeeper of the Olympic Games since 1932.",6.15425E3,USD,,1476532,30102415,,215.30.46.51.01.001 Omega Seamaster Planet Ocean Chronograph 45.5mm,It was with Omega's maritime legacy in mind that the brand launched its Planet Ocean line in 2005. The latest models have all been updated to utilise the latest in combined horological & dive technology creating a robust yet charming collection of watches. 21530465101001Omega Planet Ocean ChronographMaster Chronometer METAS CertifiedSelf winding Omega 9900 Co-Axial Calibre with 60 hours power reserve45.5mm Stainless Steel case with screw down crown & helium valveExhibition sapphire casebackLiquid metal black unidirectional bezelAntireflective sapphire crystalBlack dial with date aperture & chrono totalisersStainless steel brushed finish bracelet5 Year international warranty,6370,GBP,,27649829,84528711#30102415,0,True
12164188,,Ubiquiti IR LED Range Extender,,292,AED,,711907,34583798,,Ubiquiti Networks UVC-G3-LED security camera accessory,"IR Range Extender, Ø80 x 26mm, 75g",139.26,EUR,,711907,12164188#34583798,1,False
31803140,,Corsair Vengeance LPX 16GB DDR4 2400MHz(CMK16GX4M1A2400C14),,23375,HUF,,150984,52249526,,"Corsair Vengeance LPX, 16GB, DDR4 memory module 2133 MHz","Vengeance LPX, 16GB, DDR4, 2133MHz, XMP 2.0",66.671001,EUR,,941703,31803140#52249526,0,True
22000442,,Monitor 27 SW271 LED 5ms/QHD/IPS/HDMI/DP/USB,,5697.05,PLN,,466745,32701286,,"BenQ LCD SW2700PT 27\"" W/IPS LED/2560x1440/5ms/DVI-DL/HDMI/2xUSB3.0/Flicker-free/VESA 9H.LDKLB.QBE",,695.64,EUR,,719046,22000442#32701286,0,True
31510768,,SWITCH TP-LINK 24 PORT GIGA,,92.780111,EUR,,180905,51810284,D-LINK,D-Link Switch 24 Puertos- Red,"The DGS-1210 Series Gigabit Smart Switches with Fibre Uplinks is the latest generation of D-Link Smart Switches featuring D-Link Green 3.0 technology. The series offers a high level of energy saving and efficiency, as it also complies with the IEEE 802.3az Energy Efficient Ethernet standard. Support for IPv6 management and configurations ensures your network remains protected after the upgrade from IPv4 to IPv61. By offering multiple management options, the Smart Switches allows quick deployment, infrastructure expansion, and seamless function upgrades. Built for small and medium-sized businesses, the DGS-1210 Series Smart Switches provide functionality, security, and manageability for a fraction of",316.5,,,964764,31510768#51810284,0,True
53905543,,JABRA EVOLVE 20 UC Mono,7% GST excluded.Accessories sold separately.No Ex-stock. On Backorder.,66.76,SGD,,1588415,96691496,Jabra,Evolve 20 Special Edition Mono MS,,,,,1695227,53905543#96691496,0,True
11410512,,Corsair Crystal 460X RGB ATX Mid Tower Case - Black,"Description:Beautiful two-panel tempered glass displays every component of your build / included SP120 RGB fans for excellent performance and vivid illuminationClean, modern lines with an all steel exterior / compact Mid tower design fits full sized ATX boards and multiple Graphics card configurationsDirect Air flow access to the hottest components with No Drive cages in the way / capable liquid cooling support for both CPU and GPU loopsFull dust filtration on bottom, front, and top / tons of cable-routing options and tie downs so cables can be easily tucked out of the way. Maximum GPU Length: 14.5 inches,Maximum PSU Length:",929.00,QAR,,1320095,15678458,,"Corsair iCUE 465X RGB Mid-Tower White ATX Case, T/G Window, No PSU","Corsair iCUE 465X RGB Mid-Tower White ATX Case, Tempered Glass Side Window, No PSU, 2x USB 3.2, HD Audio, 3x LL120 RGB Fan pre-installed",249.00,AUD,,75807,11410512#15678458,0,True
31558480,,AAA Replica Audemars Piguet Royal Oak Chronograph Black Dail Watch 26331ST.OO.1220ST.02,AAA Replica Audemars Piguet Royal Oak Chronograph Black Dail Watch 26331ST.OO.1220ST.02 for sale from China with good prices.,,,,31594,45759535,Audemars Piguet,Pre-Owned Audemars Piguet Royal Oak Chronograph 26331ST.OO.1220ST.03,"Pre-Owned Audemars Piguet Royal Oak Chronograph (26331STOO1220ST03) self - winding automatic watch, features a 41mm stainless steel case sur...Read More",33900.00,USD,,607611,31558480#45759535,0,True
89323553,Jabra,Jabra BIZ 2300 USB UC Duo,"BackBest in class noise-canceling Duo UC headset for contact centersThe new BIZ 2300 UC corded headset series features best-in-class noise cancellation and sound for crystal clear conversations and a great customer experience. It blends lightweight design with durable construction for all day comfort and performance. Available in Mono (single earpiece to keep in touch with your surroundings while you are on the line) OR Duo (earpieces cover both ears so you can focus on the conversation - ideal for noisy workspaces.)All BIZ 2300 models are over-the-head, corded headsets and are available in several varieties including UC (for softphones), Microsoft Lync",$168.00,USD,,666306,3736831,,Jabra BIZ 2300 USB MS Mono - headset,Jabra BIZ 2300 USB Microsoft Lync Mono provides USB connectivity optimized for Microsoft Lync in contact center environments.,158.99,CAD,,359727,89323553#3736831,0,True
31276154,Shimano,Shimano Shimano Cs-R9100 Cassette 11-25 Dura-Ace 11-Speed,Cassette Sprocket,339.99,AUD,,75017,2158913,Shimano,Shimano Dura-Ace CS-R9100 11-28T 11sp Cassette,The Shimano Dura-Ace CS-R9100 11-28T 11sp Cassette offers Rider Tuned gearing and improved drivetrain precision through reliable and easy up or down-shifting.,296.99,AUD,,1915922,31276154#2158913,0,True
64511013,,Swiss Military Hanowa FLAGSHIP 06-5161.2.04.003 Herrenuhr,,"378,00 лв",BGN,,2682919,27442156,,Swiss Military Hanowa FLAGSHIP 06-5161.2.04.007 Herrenuhr,,"378,00 лв",BGN,,5860529,64511013#27442156,0,True
41987114,Daniel Wellington,Daniel Wellington Mens Classic Sheffield 40mm Rose Gold Black DW00100007,,140.83,GBP,,3851409,35410623,Daniel Wellington,Daniel Wellington Unisex Classic Sheffield 36mm Rose Gold Black DW00100036,"Daniel Wellington Quartz Watch Classic Sheffield 0508DW with black leather strap, Egg shell whitened dial with rose gold tone markers and hands, Rose gold stainless case, Water-resistant to 30 metres, Quartz analogue movement, Rose gold stainless buckle with etched DW logo design. Daniel Wellington watches are thin and elegant with a clean minimilistic design, set on classic Nato straps. Daniel Wellington watches are perfect for any event and include a range of Nato straps with a strong British feel. The Nato strap is considered stronger and more water resistant than other materials and was worn by James Bond in the",89.00,GBP,,48610,41987114#35410623,0,True
49913390,,XT CS-M8000 11 Speed Cassette,"Shimano's XT M8000 11-speed cassette is the key to taking full advantage of the Dyna-Sys 11-speed system. This cassette is specifically designed with a wide gear combination and carefully balanced ratios for you to find that perfect gear on the trail. Through its carefully-calculated Rhythm Step gear progression, the XT M8000 Cassette decreases \""shock\"" and lost power as you shift gears, ultimately delivering smoother and more precise gear changes.Shimano constructs this cogset using a combination of steel and aluminum cogs and carriers, striking an optimal balance between light weight and durability. With Shimano’s CS-M8000 on your steed, you’ll expand your",1.2999E2,USD,,127568,17103408,Shimano,"Shimano Deore XT CS-M8000 Cassette 11-speed, silver/grey",,78.99,EUR,,328225,49913390#17103408,0,True
87637930,ASUS,PH-GTX1660S-O6G 6 GB Geforce GTX 1660 Super Overclocked Phoenix Fan Edition Hdmi DP Dvi Graphics Card,,,,,137125,712313,,Asus Dual GeForce GTX 1660 6GB OC Edition GDDR5 EVO Graphics Card | 90YV0D11-M0NA00,"The GeForce® GTX 1660 is built with the breakthrough graphics performance of the award-winning NVIDIA Turing™ architecture.Broadcast your gameplay with the GTX 1660’s dedicated hardware encoder that is optimized for Open Broadcaster Software (OBS).GeForce Experience lets you capture and share videos, screenshots, and livestreams with friends, keep GeForce drivers up to date, and easily optimize your in-game settings.Axial-tech fan design features longer fan blades and a unique barrier ring to increase air pressure.0dB Technology lets you enjoy light gaming in relative silence.Auto-Extreme Technology uses automation to enhance reliability.2.7-Slot Design expands cooling surface area to make the most of the two",1149.50,AED,,742606,87637930#712313,0,True
5312650,,"LaCie Mobile Drive 2,5"" 5 TB Moon Silver USB 3.1 Gen 2","Like an airy loft or vast landscape, LaCie Mobile Drive articulates the beauty and importance of premium space. With up to 5 TB of capacity, there’s room for photos, playlists, docs and more. And with Mac®, Windows®, USB-C, and USB 3.0 compatibility, access is easy.",199.00,EUR,,500837,38339458,,LaCie 4TB USB Type-C Mobile Drive (Moon Silver),"TheLaCie 4TB USB 3.1 Type-C Mobile Drive (Moon Silver) is a simple-to-use drive featuring enhanced connection options that supports both USB 3.1 Gen 1 and Gen 2 connectivity. Once plugged in users benefit from the enhanced data transfer rates up to 5 Gb/s and 10 Gb/s with the included USB Type-A and Type-C cables. Other helpful features include high-resolution multimedia storage for photos and video, a diamond-cut design, and compatibility with Windows and Mac operating systems. USB 3.1 Gen 1 USB 3.1 Gen 1 features a maximum throughput of 5 Gb/s. USB 3.1 Gen 1 and USB 3.0 are synonymous.",134.99,USD,,267024,5312650#38339458,0,True
12761549,,"Seagate IronWolf 6TB NAS Internal Hard Drive (3.5"")","Range of capacities up to 12TB. Workload rate of 180TB/year. Optimized for NAS with AgileArray, enables dual-plane balancing and RAID optimization in multi-bay environments. Actively protect your NAS with IronWolf Health Management. Rotational Vibration (RV) sensors. Always-on, always-accessible 24×7 performance. 1M hours MTBF, 3-year limited warranty.",33500,PKR,,498972,84977888,SEAGATE,"Seagate NAS HDD IronWolf - 3.5\"" - 10000 GB - 7200 RPM ST10000VN0008","Seagate NAS HDD IronWolf - 3.5\"" - 10000 GB - 7200 RPM 10TB IronWolf - 7200rpm - 6Gb/s - SATA 256MB - 3.5\"" Seagate NAS HDD IronWolf. HDD size: 3.5\"", HDD capacity: 10000 GB, HDD speed: 7200 RPM ST10000VN0008 The Best Comes From WithinSeagate has dominated the data storage industry for 40 years.We understand your unique data storage challenges, and crafted the IronWolf® and IronWolf Pro 14 TB NAS hard drives to help you achieve your goals.Be Tough. Be Ready.For everything NAS, there’s IronWolf and IronWolf Pro — always on, always working.Built for multi-user environments and high workload rates, these",131127,,,1482775,12761549#84977888,0,True
38785326,,RAM Mount Base UBolt Mount - Requires RAM Cradle [RAM-B-149ZU],RAM Mount Base UBolt Mount - Requires RAM Cradle [RAM-B-149ZU],30.99,USD,,399319,51919374,RAM,"RAM 2.25\"" Ball with 2 U-Bolts (RAM-D-235U)","A 2.25\"" Rubber ball with two u-bolts for 0.75\"" - 1.25\"" diameters.",67.00,AUD,,1571647,38785326#51919374,0,True
830512,,Elixir 12-String Light 80/20 Bronze Nanoweb Acoustic,"Elixir Strings, the #1 acoustic guitar string* Only coated string brand to protect the entire string with an ultra-thin coating, keeping gunk out of the gaps between the windings Extended Tone Life – players report their tone lasts longer than any other string, uncoated or coated Consistent performance and tone – ready",23.99,USD,,50573,62145678,Elixir,Elixir E16052 Nanoweb Phosphor Bronze Acoustic Guitar Strings Light Gauge 12-53,"Elixir E16052 Nanoweb Phosphor Bronze Acoustic Guitar Strings Light Gauge 12-53 - Elixir - 1 Set (6 strings) - Elixir Nanoweb Phosphor Bronze Light Gauge Acoustic Guitar Strings 0.012\"" to 0.053\"". Elixir Nanoweb strings don't just sound great; their micro-thin coating keeps them sounding great for a lot longer than average strings.",24.99,AUD,,580455,830512#62145678,0,True
18666720,Corsair,Corsair Crystal Series 570X RGB CC-9011098-WW Steel / Tempered Glass ATX Mid Tower Case,Corsair Crystal Series 570X RGB CC-9011098-WW Steel / Tempered Glass ATX Mid Tower Case,179.99,USD,,355445,93978472,,"CORSAIR CRYSTAL 570X RGB Mid-Tower Case, 3 RGB Fans, Tempered Glass - White| CC-9011110-WW","Clearly SuperiorWith immaculate tempered glass enclosing the entire chassis, every component of your build is on display for all to see, including three vivid SP120 RGB LED fans and a built-in LED controller.",775,AED,,79866,18666720#93978472,0,True
88773659,Fuji,Fuji Fuji Instax Square Film 1-Pack,Instax Square Film 1-Pack,16.99,USD,,1457721,47146148,,Fujifilm Instax Square Film (10 Pack),Key FeaturesTo suit FujifilmSqaureInstax Camera10 Prints86mm x 72mm Film Size62mm x 62mm Image SizeISO800 Sensitivity,23,AUD,,1457721,88773659#47146148,1,False
77356650,AMD,Processador Amd Am4 Ryzen R5-2400g 3.9ghz 6mb,,0.0,BRL,,1442607,44025931,,AMD AM4-3400G RYZEN5 3.7GHz,"The AMD Ryzen 5 3400G 3.7 GHz Quad-Core AM4 Processor is a quad-core processor with eight threads, designed for socket AM4 motherboards. The third-generation 12nm Ryzen G processor offers increased performance compared to its predecessor, with this model having a base clock speed of 3.7 GHz and a ma",239.95,CAD,,685416,77356650#44025931,0,True
70495926,,"ShimanoSm-Sh10 Spd-Sl Cleats, Fixed",,1.999E1,GBP,,431550,75596485,SHIMANO,SPD-SL-CLEAT-SET-SM-SH11-(YELLOW)-[6DEGREE],SM-SH11 CLEAT SET(SELF-ALIGNING MODE /PAIR) #42U 98010,12.0,OMR,,532781,70495926#75596485,0,True
76569969,Cooler Master,Cooler Master MasterCase H500 Mid Tower PC Case,"Cooler Master MasterCase H500 ARGB, Grey, Mid Tower /w Tempered Glass Window, 200/120mm Fans, USB 3.2, EATX/ATX/mATX",99.98,GBP,,1473407,14224876,Cooler Master,"Cooler Master MasterCase H500 IRON GREY ATX Mid-Tower, Tempered Glass Panel, two 200mm RGB fans with Controller and Case Handle for Transport",Mesh and Transparent Options Included Two 200mm RGB Fans and Controller Clear View Inside Radiator Support Covers for Clean Building Top Magnetic Filter Case Handle for Transport.,9949.00,INR,,356251,76569969#14224876,0,True
