id_left,brand_left,title_left,description_left,price_left,priceCurrency_left,specTableContent_left,cluster_id_left,id_right,brand_right,title_right,description_right,price_right,priceCurrency_right,specTableContent_right,cluster_id_right,pair_id,label,is_hard_negative
48868171,,ZEBRA 800033-801 BLACK RIBBON (1000 PRINTS),"The Zebra 800015-101 black ribbon utilises thermal printer ribbon technology to guarantee outstanding print results. The monochrome resin is perfect for printing detailed text and accurate barcodes. It also comes complete with an adhesive cleaning roller to ensure all cards are of the highest printed standard. 1,000 prints per roll Black monochrome ribbon Use genuine Zebra products only to ensure quality performanceManufacturer part number: 800015-101",9.5,GBP,,163499,90938642,,"Zebra 800015-101 Black Monochrome Ribbon - K - 1,000 prints","Zebra 800015-101 Resin Black (\""K\"") ribbons are monochrome (1-color) ribbons.Zebra 800015-101 black monochrome ribbons are primarily used for printing text and one-color line art on one or both sides of a card.Note: Black resin is needed to print readable barcodes.To maintain your Zebra card printer's warranty, genuine Zebra ribbons must be used. As an authorized Zebra Solution provider, ID Wholesaler only sells Genuine Zebra 800015-101 Black Monochrome Ribbon.ID Wholesaler offers a low price guarantee on black monochrome Zebra 800015-101 ribbon.Did you know that Zebra 800015-101 monochrome ribbons have a shelf life?When stored under proper conditions, Zebra 800015-101 black ribbons typically",13,USD,,5836450,48868171#90938642,0,True
37707111,,Crucial 8GB DDR3 1600MHz SO-DIMM,"Go Faster and FurtherGo faster and further with a notebook or netbook memory upgrade from Crucial. We've got quality SODIMM memory for mobile systems. And because a memory upgrade is one of the easiest,most affordable ways to improve system performance,it's the ideal solution for on the go users. If you count on your netbook or notebook,count on memory from Crucial. Crucial is a key brand in the Lexar Media family of products. So whether you're focused on your family,friends,work or life outside of work Crucial DRAM products help make computing more reliable,faster,and more effortless. With upgrades for nearly every PC",9.36E2,ZAR,,1392047,85137108,,GARMIN Fenix 5x Plus Outdooruhr Sportarmbandsur,"RISES UP TO EVERY CHALLENGE Diverse multi-sports features and everyday features are what makes the fenix 5 Plus watches by Garmin the perfect tool for ambitious endurance athletes, highly motivated fitness enthusiasts or style-conscious managers. New functions like integrated music, Garmin Pay? and a pre-installed map of Europe ensure this functional watch leaves nothing to be desired. Thanks to Trendline Popularity Routing, you'll be navigated along the best route to your destination, enjoy your favourite songs directly on your watch (connected to wireless headphones via Bluetooth), and enjoy contactless thanks to the integrated NFC chip. This model is also great",7834.00,SEK,,1138411,37707111#85137108,0,True
32868569,Samsung,Samsung T7 Touch 2TB V-NAND USB 3.2 Gen 2 External SSD,"T7 Touch 2TB V-NAND USB 3.2 Gen 2 External SSD. The Samsung 2TB T7 Touch Portable SSD is a compact and secure storage solution that fits in the palm of your hand. Roughly the size of a few stacked credit cards, the T7 Touch is equipped 256-bit AES encryption, a fingerprint reader, and password protection, so users can rest assured knowing their data is safe. Moreover, with PCIe NVMe technology, the T7 Touch offers users quick performance and little downtime with read and write speeds of up to 1050 MB/s and 1000 MB/s respectively. With a USB 3.1 Gen 2",349.99,USD,,327893,72004049,,Samsung Portable SSD T7 MU-PC2T0Hsolid state drive - 2 TB - USB 3.2 Gen 2,"External storage, evolvedTransfer in a flashSecure with a touch",330.35,GBP,,1252792,32868569#72004049,0,True
76378,,Nikon AF-S 50mm f1.8 G,"A revised design of a classic favourite, is this Nikon AF-S 50mm f1.8G lens. Suitable for use with both FX and DX format Nikon DSLRs, this fast prime lens is suitable for a vast array of subject matters and brilliant for low-light shooting. The compact design of this lens, the versatile focal length and its outstanding optical performance all lead to it being a must have in your kit - ideal for your landscapes, portraits, happy snaps and travel shots.Bright f1.8 Aperture - Well suited to available light photographyFast & quiet autofocus - SWMAspherical Lens element - Sharp images free",349.95,AUD,,730377,56734705,,Venu Amoled GPS Smartwatch Black/Slate,"This GPS smartwatch features a bright, beautiful AMOLED display and a battery life of up to 5 days, so you can spend more time doing the activities you love.",649.00,NZD,,982918,76378#56734705,0,False
69981383,,DLINK - DGS-1210-28P - 28 Port Gigabit Smart Managed POE Switch,Cost-efficient and ﬂexible solution for expanding any business network.24 x 10/100/1000BASE-T PoE ports4 x Gigabit RJ45/SFP Combo portsAdvanced L2 switching and security featuresL2+ Static RoutingOptional “standard mode” or “surveillance mode” management user interface193 W PoE budget,40425,INR,,56526,26844226,,WS-C2960X-24PD-L - 24 Port Switch,Cisco Catalyst 2960-X 24 Port 370W PoE LAN Base Ethernet Switch,1364.00,USD,,1412234,69981383#26844226,0,True
98866039,,Pen Drive 3.0 64Gb Se9G2 Kingston Silver,,18.26,,,435008,71357721,Epson,"Original Tinte Epson T7891, ca. 4.000 S., schwarz",,44.34,EUR,,2484292,98866039#71357721,0,False
71989322,RAM,RAM Triple 25mm Ball Connector (RAM-B-289U),"Triple adapter 25mm Balls, to suit any RAM-B-201, 201C, 201A, or any RAM-B components.",66.00,AUD,,2961644,25553062,RAM,"RAM Motorbike Stem 25mm (1\"") Ball (RAM-B-342U)","This part is designed to fit into the cylindrical bore wall of fork stems and will work with stems that measure from 12 - 18mm (.5\"" – .71\"") at the following intervals:MetricStandard12mm.5\""14mm.55\""16mm.63\""18mm.71\""",32.00,AUD,,2039173,71989322#25553062,0,True
89362627,Asus,Asus ROG Strix X570-F Gaming AMD AM4 X570 Chipset ATX Motherboard - Ryzen 3 Ready,"ATX, Dual Channel DDR4, 3 x PCIe 4.0 x16, 2 x PCIe 4.0 x1, 2 x M.2, 8 x Sata 3, Intel Lan, Asus Aura",249.98,GBP,,80156,15348795,Asus,ASUS ROG STRIX B550-E GAMING Socket AM4 ATX AMD B550,MB Asus ROG STRIX B550-E GAMING AM4 / 4x DDR4 / ATX,227.98,EUR,,135735,89362627#15348795,0,True
37484549,Dji,Dron dji mavic 2 pro rc camara portable quadcopter (cp.ma.00000019.01),,45652.07,MXN,,2957018,90298726,,DJI Accessory CP.MA.00000057.01 Mavic 2 Part11 Car Charger Retail,"The Mavic 2 Car Charger has a maximum output power of 80W¸ allowing you to charge batteries while driving. It features overheating protection and low-voltage protection technology to ensure a safe and reliable charge and drive.?A safe and reliable charge while driving""""",79.00,USD,,697868,37484549#90298726,0,True
35860022,TP-LINK,TP-Link Archer-T9UH AC1900 USB 3.0 Adaptr,ArabirimUSBVeri Hz1300 MbpsVeri Hz600 Mbpsalma Frekans2.4 GHzalma Frekans5 GHzGaranti Sresi24 Ay,518.57,TRY,,1155981,91421555,,Manfrotto MVK500AM Tripod Kit Alum Twin Leg,,661.1,AUD,,645102,35860022#91421555,0,False
97395089,,Jabra EVOLVE 20 UC MONO Headset 4993-829-209 -For use on computers,"PRODUCT HIGHLIGHTSMono-StyleOptimized for UCNoise-Cancelling MicrophoneIn-Line Control UnitUSB ConnectionDigital Signal Processing (DSP)Jabra PC SuiteStay focused with the EVOLVE 20 UC Mono Headset from Jabra. This headband-style headset features a noise-canceling microphone, so you can be better heard at the other end. For easy operation, the headset comes with an in-line control unit that provides access to commonly used functions like volume and mute, as well as the ability to end and answer calls. The EVOLVE 20 UC Mono Headset is optimized for all leading Unified Communication systems, providing instant \""Plug & Play\"" installation for your headset. It connects to your system",59.00,USD,,1588415,45620476,,Evolis Primacy RibbonBlack Ribbon 2000 Prints For use with Evolis PrimacyUnsure which ribbon you need? Give us a call on 0567712650 or send us an email: sales@cardlogic.ie - we'll set you right,Evolis Primacy RibbonBlack Ribbon 2000 Prints For use with Evolis PrimacyUnsure which ribbon you need? Give us a call on 0567712650 or send us an email: sales@cardlogic.ie - we'll set you right,37.48,EUR,,1794890,97395089#45620476,0,True
75035049,Maxxis,"Maxxis Maxxis Aggressor Tire: 29 x 2.30\"", Folding, 60tpi, Dual Compound, EXO, Tubeless Ready, Black",,66.00,USD,,2224600,49056070,,HIGH ROLLER II 27.5 X 2.30 EXO TR FOLD 60TPI,"The second generation of the legendary High RollerOpen tread designEasily clears debrisSingle-ply, DoubleDown, and DH casings available3C MaxxTerra, 3C MaxxGrip, and Super Tacky available on select modelsWide trail (WT) casing specs are optimized for 30-35mm inner width rimsAn open and aggressive tread design gives the High Roller II excellent soil penetration and mud-clearing ability. A square profile provides a solid, consistent feel across the knobs. Modified knobs on the shoulder and center improve braking performance and traction on hard surfaces. An excellent choice for technical, loose terrain. The High Roller II is available in trail, enduro, and downhill specs.",7.299E1,AUD,,627344,75035049#49056070,0,True
13125570,Iiyama,"Monitor LED iiyama ProLite XUB2792QSU-B1 LED display 68.6 cm (27\"") 2560 x 1440 pixels Wide Quad HD Black",,1521.99,RON,,1439932,47836060,Samsung,"Samsung Curved Monitor C27F390FHU LED »68,6 cm (27), Full HD, 1920 x 1080«",,159.00,EUR,,709380,13125570#47836060,0,True
26844226,,WS-C2960X-24PD-L - 24 Port Switch,Cisco Catalyst 2960-X 24 Port 370W PoE LAN Base Ethernet Switch,1364.00,USD,,1412234,26855298,,D-LINK/NET/24X1GB POE SWITCH /+ 4 SFP/L2/RM,D-link 24 PoE 10/100/1000 ports + 4 Gigabit SFP ports Web Smart Switch/ 48 Gbps Switching Capacity/ Fanless/ Reset Button x 1/ 13-inch/ 1U Desktop,7689.19,ZAR,,56526,26844226#26855298,0,True
77502844,,"Western Digital HDD USB3 1TB EXT. 2.5""/RED",,6.55E1,EUR,,2807367,51855709,,"Western Digital Dysk MY PASSPORT 1TB 2,5 black WDBYVG0010BBK-WESN",,317.99,PLN,,283756,77502844#51855709,0,True
70007549,,SANDISK EXTREME PRO SDHC 32GB 300MB/s UHS-II,"The SanDisk Extreme Pro SDHC 32GB 300MB/s* UHC-II Memory Cards give you extreme speed to catch every frame. SanDisk Extreme PRO SDHC Memory Cards are designed for for super-fast continuous burst mode shooting, with maximum post-production workflow efficiency, and high-performance video recording.",20.00,GBP,,580471,80240194,,Kingston 32GB SDS2 Canvas Select Plus SD card Class10 UHS-I Flash Memory 80MB/s Read 10MB/s Write Full HD Photo Video Camera Waterproof Shock Proof,"Kingston 32GB SDS2 Canvas Select Plus SD card Class10 UHS-I Flash Memory 80MB/s Read 10MB/s Write Full HD Photo Video Camera Waterproof Shock Proofapacities232 GBPerformance1100 MB/s Read (32 GB-64 GB)Dimensions24 mm x 32 mm x 2.1 mmFormatFAT32 (32 GB), exFAT (64 GB-512 GB)Operating temperature-25 °C~85 °CStorage temperature-40 °C~85 °CVoltage3.3 VWarranty/support3 YearsKingston 32GB SDS2 Canvas Select Plus SD card Class10 UHS-I Flash Memory 80MB/s Read 10MB/s Write Full HD Photo Video Camera Waterproof Shock ProofWarranty: 12 months Size: 24x32x21 mm Weight: 0.1 Kg",17.08,AUD,,1980656,70007549#80240194,0,True
37261757,,"Kingston Canvas Select Plus 32GB SDHC Card 100MB/s, V30","Canvas Select Plus SD Capture cinematic Full HD and 4K UHD videos Kingston’s Canvas Select Plus SD card is designed with exceptional performance, speed and durability for heavy workloads such as transferring and developing high-resolution photos or capturing and editing full HD videos. It can reach Class 10 UHS-I speeds up to 100 MB/s* for easy storage and quick transfers along with an advanced UHS-I interface that can record cinematic Full HD and 4K Ultra HD videos. The Canvas Select Plus SD card is built to perform in the harshest environments and conditions so you can take it anywhere knowing",6.69,GBP,,1980656,71514700,Kingston,Kingston Canvas Select 64GB microSD kártya,,6990,,,53163,37261757#71514700,0,True
4217254,,"Corsair Vengeance LPXFekete DDR4, 2666MHz 8GB (1 x 8GB) memória","DDR4, 2666MHz 8GB 1 x 288 DIMM, Unbuffered, 16-18-18-35, Vengeance LPX Fekete Heat spreader, 1.2V, XMP 2.0, Supports 6th Intel® Core™ i5/i7",18100,HUF,,155934,66271987,KINGSTON,Memoire DDR4 KINGSTON HyperX Predator - DDR4 - 16 Go,Memoire DDR4 KINGSTON HyperX Predator - DDR4 - 16 Go- 2 x 8 Go - DIMM 288 broches - 3333 MHz / PC4-26600 - CL16 - 1.35 V - mémoire sans tampon - non ECC - noir,114.99,EUR,,499316,4217254#66271987,0,True
69281741,,Shimano HG601 Road/MTB Chain 11-Speed Sil-Tec w/Quick Link,Standard Shimano chain for 11-speed road/MTB drivetrains.,59.99,NZD,,1124550,88985066,Shimano,Shimano CN-HG901 11 Speed Chain,,85.00,NZD,,1037461,69281741#88985066,0,True
60334696,,Ubiquiti Networks UniFi AC HD 1700Mbit/s Power over Ethernet (PoE) Wit WLAN toegangspunt,"Build your Wi-Fi network with the UniFi® AC HD Access Point, part of the Ubiquiti Networks® UniFi Enterprise Wi-Fi System. The UAP-AC-HD, is an indoor/outdoor, high-performance, 802.11AC Wave 2 dual-band access point, capable of throughput speeds of up to 2533 Mbps and a maximum range of up to 122 meters. Engineered from the ground up to take advantage of 802.11AC Wave 2, the UAP-AC-HD provides unparalleled multi-user support.",1.65895E3,EUR,,980563,12333156,SanDisk,SanDisk SSD PLUS Solid State Drive 480GB,"Step up to SSD speeds and inject new life into your laptop or desktop PC with the new Solid State Drive PLUS (SSD) - 480GB from SanDisk, 20x faster than your hard drive",73.49,GBP,,1037877,60334696#12333156,0,False
47613742,,Extreme Sdxc 128Gb 150Mb/S C10 U3,SanDisk 128GB 150MB/s Extreme SDXC UHS-I CardThe SanDisk Extreme SD UHS-I memory card delivers performance that lets you take control of your creativity. With shot speeds of up to 70MB/s and UHS speed Class 3 (U3) recording youâre ready to capture stunning high-resolution stutter-free 4K UHD video1. Its 150MB/s transfer speeds mean you can quickly move your photos where you want them. Plus itâs built to withstand weather water shocks and other less-than-ideal conditions so you can rest assured that itâs good to go wherever you go.SpecificationCapacity128 GBRead Speedup to 150 MB/sWrite Speedup to 70 MB/sVideo SpeedC10 U3 V30Form FactorSDXC,8.499E1,NZD,,2427670,25138178,,Kingston Canvas 128GB Micro SDXC C10 U1 V10 A1,,39.95,USD,,27477,47613742#25138178,0,True
52341668,Traveler's Company,Traveler's Company 012. SKETCHING PAPER (48 PG) MIDORI TRAVELER'S NOTEBOOK,,4.50,GBP,,4249975,9646081,Manfrotto,Manfrotto MVH 500 AH Video hoved,Manfrotto Videohoved MVH500AH Flatbase,1095,DKK,,72631,52341668#9646081,0,False
64117222,,Brother - TN-135Y toner yellow (4 000 str.),CZ distribuce / 4977766648165 / TN135Y /,3842.00,CZK,,3052278,59905224,,106R01162 Toner yellow pentru Phaser 7760,"yellow, 25000p for Phaser 7760",329.33,EUR,,219682,64117222#59905224,0,True
76457860,,Canon EF-S 18-135 mm F3.5-5.6 IS USM (bulk verpakking),,449,EUR,,390091,96368408,,TP-Link T1700G-28TQ JetStream 24-Port Gigabit Stack Smart Switch + 4 10GE SFP+,,1103.20,PLN,,3403774,76457860#96368408,0,False
69931309,,Corsair DDR4 8GB 2133Mhz CL15 Dimm Valueselect Single Module CMV8GX4M1A2133C15,"Corsair Value Select 8GB PC4-17000, 8 GB, DDR4, 2133 MHz",29.1,EUR,,2861749,80714657,,Tag Heuer CarreraSkeleton Dial Mens WATCH CBG2A1Z.BA0658,,,,,1434374,69931309#80714657,0,True
66020255,,Omega Seamaster 215.30.46.51.03.001,,,,,2193117,63451176,,Omega Seamaster 215.32.46.51.01.001,,,,,1476532,66020255#63451176,0,True
5263379,,ACCESS POINT TP-LINK WIRELESS N 300MBPS EAP115,,287.94,BRL,,2222007,81179017,,Intel Cpu Coffee Lake I3-8300 3.70Ghz Socket Lga1151 8Mb Cache Boxed,,136.48,,,1313785,5263379#81179017,0,True
89362627,Asus,Asus ROG Strix X570-F Gaming AMD AM4 X570 Chipset ATX Motherboard - Ryzen 3 Ready,"ATX, Dual Channel DDR4, 3 x PCIe 4.0 x16, 2 x PCIe 4.0 x1, 2 x M.2, 8 x Sata 3, Intel Lan, Asus Aura",249.98,GBP,,80156,62345625,,MB 1151-v2 ASUS ROG STRIX Z390-I GAMING,,234.15,,,1068570,89362627#62345625,0,True
87251130,,"SIGMA 50/1,4 DG HSM A CA",,8.191E2,EUR,,75956,12059754,,WD Blue 2TB Desktop Hard Disk Drive - 5400 RPM SATA 6 Gb/s 64MB Cache 3.5 Inch,WD Blue 2TB Desktop Hard Disk Drive - 5400 RPM SATA 6 Gb/s 64MB Cache 3.5 Inch - WD20EZRZCanDo I.T Warranty: 30 Days DOAManufacturer Warranty: 3 Years,89.99,CAD,,2002887,87251130#12059754,0,True
19499147,,Kingston DT MicroDuo 16GBUSB 3.0,USB Flash Drive 16GB DT MicroDuo USB 3.0 micro USB OTG,33.6134,RON,,70963,85704324,,0000128899| Sigma 50mm f/1.4 DG HSM Art for Nikon,0000128899| Sigma 50mm f/1.4 DG HSM Art for Nikon,"1,288.99",AUD,,393711,19499147#85704324,0,False
29035504,,Ubiquiti Networks UAP-AC-IW 5-pack WLAN toegangspunt 1000 Mbit/s Power over Ethernet (PoE) Wit,"Easier Than You ThinkIdeal for new and retrofit installations, the UniFi® AC In-Wall is designed to convert an Ethernet wall jack into a dual-band 802.11ac Wi-Fi access point with two Gigabit Ethernet ports.The Power of PoETurn existing wiring into per-room Wi-Fi with the UniFi PoE Switch series.** Requires Cat5e or higherVersatile Data and PoE OutputAn Ethernet wall jack becomes an access point, a gigabit switch, and a PoE power source.Wire a workstation and power a VoIP phone. Or power a US-8 for even more Ethernet ports.Simple and Scalable Device ManagementThe UniFi® Controller provides a graphical user interface for easyconfiguration and",4.8295E2,EUR,,1610496,97294565,Shimano,SH11 SPD-SL 6 Degree Pedal Cleats,Shimano SPD-SL SM-SH11 Pedal CleatsReplace your worn-out cleats with these genuine Shimano SPD-SL SH11 Pedal Cleats. They are compatible with three-bolt road shoes and Shimano SPD-SL road pedals. The non-slip rubber base makes times when you're off the bike and walking a little easier and coloured tips indicate when it's time for them to be replaced. The 6-degree float range (3 degrees in each direction) allows for free movement and low joint stress.The pedals come with the necessary bolts and mounting hardware to attach the cleats to your shoes.,18,GBP,,532781,29035504#97294565,0,False
32292330,SHIMANO,BICYCLE-CHAIN-CN-HG95-SUPER-NARROW-HG-FOR-MTB-10-SPEED-116-LINKS-W/O-END-PIN-W/AMPOULE-TYPE-CONNECT-PIN-X1,"BICYCLE CHAIN, CN-HG95 SUPER NARROW HG FOR MTB 10-SPEED 116 LINKS, W/O END PIN, W/AMPOULE TYPE CONNECT PIN X1, IND.PACK",14.0,OMR,,107440,98244415,,Sony FE 24mm F1.4 GM | 2 Years Warranty,,1258,EUR,,44290,32292330#98244415,0,False
15724231,,APC SRT10KXLI Smart-UPS SRT 10000VA Tower 230V,,34652.03,PLN,,1284659,2089105,New Era,New Era MLB Clean New York Yankees Trucker CapGrey,,29,EUR,,78575500,15724231#2089105,0,False
42864051,,CS-M8000 CASSETTE 11-40 XT11-SPEED,,217.0,NZD,,328225,77502844,,"Western Digital HDD USB3 1TB EXT. 2.5""/RED",,6.55E1,EUR,,2807367,42864051#77502844,0,True
47886079,,Jabra BIZ 2300 USB MS Duo - headset,"Your contact center agents are your brand ambassadors, so give them the tool to sound as clear as your brand. In Jabra's Biz 2300 world class sound meets world class durability in an exceptionally comfortable and stylish corded headset – keeping both your agents and your customers happy. Jabra Biz 2300 USB Microsoft Duo is a stereo headset that provides USB connectivity optimized for Microsoft Skype for Business.",168,USD,,1086172,29319775,,JABRA EVOLVE 20 MS STEREO NC BIN,Jabra EVOLVE 20 is a entry level UC headset offering a good UC experience for your conference and voice calls but also music listening.,503.250,HKD,,182172,47886079#29319775,0,True
52136092,D-LINK,D-Link Switch 24 Puertos 10/100/1Gbit w/4 Combo 1000BaseT/SFP - Red,"The DGS-1210 Series Gigabit Smart Switches with Fibre Uplinks is the latest generation of D-Link Smart Switches featuring D-Link Green 3.0 technology. The series offers a high level of energy saving and efficiency, as it also complies with the IEEE 802.3az Energy Efficient Ethernet standard. Support for IPv6 management and configurations ensures your network remains protected after the upgrade from IPv4 to IPv61. By offering multiple management options, the Smart Switches allows quick deployment, infrastructure expansion, and seamless function upgrades. Built for small and medium-sized businesses, the DGS-1210 Series Smart Switches provide functionality, security, and manageability for a fraction of",149.0,,,793378,60334696,,Ubiquiti Networks UniFi AC HD 1700Mbit/s Power over Ethernet (PoE) Wit WLAN toegangspunt,"Build your Wi-Fi network with the UniFi® AC HD Access Point, part of the Ubiquiti Networks® UniFi Enterprise Wi-Fi System. The UAP-AC-HD, is an indoor/outdoor, high-performance, 802.11AC Wave 2 dual-band access point, capable of throughput speeds of up to 2533 Mbps and a maximum range of up to 122 meters. Engineered from the ground up to take advantage of 802.11AC Wave 2, the UAP-AC-HD provides unparalleled multi-user support.",1.65895E3,EUR,,980563,52136092#60334696,0,True
13125570,Iiyama,"Monitor LED iiyama ProLite XUB2792QSU-B1 LED display 68.6 cm (27\"") 2560 x 1440 pixels Wide Quad HD Black",,1521.99,RON,,1439932,22463957,,DYMO D1 - Glossy tape - black on white - Roll (2.4 cm x 7 m) - 1 roll(s),"Labels can be removed without leaving adhesive residue, Adheres to almost all clean, flat surfaces including plastic, paper, metal, wood and...",15.48,GBP,,395055,13125570#22463957,0,True
75242277,Canon,Canon PGI-72 PBK/GY/PM/PC/CO Multipack,,57.51,EUR,,1769614,93532842,,"ASUS Prime X570-P, Socket-AM4","Moderkort, ATX, X570, DDR4, 2x PCIe 4.0 x16, 2x M.2, USB 3.2",2099.00,SEK,,2848082,75242277#93532842,0,True
55602477,DJI,DJI DJI |Tello Part 9 Battery Charging Hub CP.PT.00000271.0,,24.99,CAD,,1555405,42545635,DJI Service LLC,DJI Mavic AIR Part 4 Car Charger - Black - CP.PT.00000120.01,The Mavic Air Car Charger is used to charge the Intelligent Flight Battery through the car's 12 V accessory socket. It comes with low-voltage protection to ensure enough starting battery voltage for the car. Overheating protection will automatically cut off charging if the accessory port exceeds a certain temperature.The Mavic Air Car Charger is used to charge the Intelligent Flight Battery through the car's 12 V accessory socket.. It comes with low-voltage protection to ensure enough starting b,56.00,USD,,1285552,55602477#42545635,0,True
28956719,,Epson Singlepack UltraChrome XD Magenta 110ml,The Epson Singlepack UltraChrome XD Magenta 110ml (C13T692300) is an Ink cartridge manufactured by Epson and is 110ml.,,,,126198,76837299,,Epson Light Black Ink Cartridge 220ml,The Epson Light Black Ink Cartridge 220ml (C13T603700) is an Ink cartridge manufactured by Epson and is 220ml.,,,,786291,28956719#76837299,0,True
70518638,Seagate,"Seagate IronWolf Pro ST4000NE001 - Hard drive - 4 TB - internal - 3.5\"" - SATA 6Gb/s - 7200 rpm - buffer_ 128 MB - with 2 years Rescue Data Recovery Service Plan","Product InformationTough. Ready. ScalableFor everything NAS, there's IronWolf and IronWolf Pro. Always on and always working, IronWolf is enhanced with AgileArray technology for optimal reliability and system agility. Multi-user technology and extreme workload rates allow IronWolf to perform and scale up with your enterprise.IronWolf + the Power of AgileArray- NAS-optimised hard drive for the best-possible user experience- IronWolf Health Management in compatible NAS1 systems continuously helps to safeguard the health of your data- Drive balance with Rotational Vibration (RV) sensors manage multi-bay vibration for long-term consistent performance and reliability- RAID performance optimised that maximises responsiveness and uptime with NAS-aware Error",145.97,GBP,,1102119,12059754,,WD Blue 2TB Desktop Hard Disk Drive - 5400 RPM SATA 6 Gb/s 64MB Cache 3.5 Inch,WD Blue 2TB Desktop Hard Disk Drive - 5400 RPM SATA 6 Gb/s 64MB Cache 3.5 Inch - WD20EZRZCanDo I.T Warranty: 30 Days DOAManufacturer Warranty: 3 Years,89.99,CAD,,2002887,70518638#12059754,0,True
89829635,WESTERN DIGITAL,WD 250GB Blue Series m.2 SSD WDS250G2B0B,HDSSD00250WDC003,456.66,TRY,,3065693,63587638,Samsung,SAMSUNG T7 Touch Black 2TB Portable SSD with Fingerprint ID,"2TB Samsung T7 Touch MU-PC2T0K/WW, Portable External SSD, Fingerprint ID, USB 3.2 Gen2/Type-C,Bus Powered, Black",365.99,GBP,,327893,89829635#63587638,0,False
27758157,,Samsung 970 EVO Plus M.2 2000 GB PCI Express 3.0 V-NAND MLC NVMe,,4.4395E2,EUR,,1365371,23220008,,Samsung 970 EVO Plus Series 500GB PCIe NVMe-M.2 Internal SSD,Samsung 970 EVO Plus Series 500GB PCIe NVMe-M.2 Internal SSD,205.99,CAD,,416703,27758157#23220008,0,True
32345346,,SanDisk SSD PLUS 120GB SSD,"RELIABLE, FAST AND PLENTY OF CAPACITYSanDisk, a pioneer in solid state storage technologies and the brand pros trust, delivers improved speed and performance with the SanDisk SSD Plus. With sequential read speeds of up to 535MB/s, this solid state drive performs up to 20X faster than a typical hard disk drive. You'll appreciate faster startups, shutdowns, data transfers, and application response times than with a hard disk drive1. The SanDisk SSD Plus also offers quiet, reliable performance, and dashboard4 status monitoring for your favorite media applications.EXTEND THE LIFE OF YOUR LAPTOP OR DESKTOP PCUpgrade your laptop or desktop with a",469.0,ZAR,,327381,9999780,Sandisk,SanDisk Extreme PRO CZ880 128GB 256GB 420MB/s USB 3.1 Solid State Flash Drive (128GB),"Solid state performance in a USB 3.1 flash drive1Read speeds of up to 420MB/s; write speeds of up to 380MB/s1Sophisticated design with durable aluminium metal casingPassword protection and 128-bit AES file encryption software4RescuePRO® Deluxe data recovery download5Technical DetailsCapacities: 128GB, 256GB*Read speed: 420MB/sWrite speed: 380MB/sCompatibility: USB 3.1, Gen 1 (backward compatible with USB 3.0 and USB 2.0)Dimensions: 11.0 x 21.0 x 71.0 mm; 0.45 x 0.84 x 2.79 inWeight: 17g; 0.6 oz.Operational temperature: 32° - 95° F (0° - 35 °C)Storage temperature: 14° - 158° F (-10 °C - 70 °C)Warranty: Lifetime warranty6TRUST IN SANDISK®All SanDisk products are constructed to the",288.0,MYR,,79238,32345346#9999780,0,True
47959304,,Epson C13T865140 WF-51xx/56xx Cartridge XXL Mono,,549,PLN,,193507,42544495,EPSON,Cartouche EPSON WF-8XXX SERIESINKCARTR.XLBLACK,Cartouche EPSON WF-8XXX SERIESINKCARTR.XLBLACK- PIGMENT INK DURABRITEPRO SIZEXL,84.99,EUR,,3543965,47959304#42544495,0,True
28125665,,Garmin fenix 5X Sapphire Slate Gray / Black Band,,2239,PLN,,139209,43443246,RAM,UNPKG RAM DBL SOCKET ARM B BALL A LENGTH,,22.00,EUR,,394619,28125665#43443246,0,True
24349826,,Zotac Vga Gaming Rtx 2060 Super Amp 8Gb Gddr6,,540.50,,,3100816,53099378,,Zegarek Omega Seamaster Planet Ocean 600M Co-Axial Chronograph 45.5mm 215.30.46.51.01.001,Zegarek męski Omega Seamaster Planet Ocean 600M Co-Axial Chronograph 45.5mm215.30.46.51.01.001,28 413zł,PLN,,27649829,24349826#53099378,0,False
52086898,RAM,RAM Long Double Clamp for B Size(RAM-B-201U-C),"RAM® Long Length Double Socket Arm for B Size 1\"" BallsProvides an extended reach with an overall length of 6\"" and a socket-to-socket length of 5.31\""Attaches to any B size RAM® ball component, including mounting bases and device holders; double ball and socket technology allows for near-infinite adjustability of your RAM® mounting systemMade of powder-coated, marine-grade aluminum for durability and reliability in the most demanding environmentsBacked by a lifetime warrantyThe RAM-B-201U-C consists of a long double socket arm that accommodates 1\"" B size ball bases, device holders, and adapters. With an overall length 6\"",this is the longest B size RAM®",33.00,AUD,,1366684,66806426,RAM,RAM Long Clamp RAM Standard Balls(RAM-201U-D),"RAM® Long Double Socket ArmProvides an extended reach with an overall length of 9.125\"" and a socket-to-socket length of 8\""Attaches to any C size RAM® ball component, including mounting bases and device holders; double ball and socket technology allows for near-infinite adjustability of your RAM® mounting systemMade of powder-coated, marine-grade aluminum for durability and reliability in the most demanding environmentsBacked by a lifetime warrantyThe RAM-201U-D consists of a long double socket arm that accommodates 1.5\"" C size ball bases, device holders, and adapters.With an overall length of 9.125\"", this is the longest C size RAM® double socket arm size and",72.00,AUD,,1764013,52086898#66806426,0,True
